	Grade3Cc_1	Grade3Cc_2	Grade3Cc_3	ShortCc_1	ShortCc_2	ShortCc_3	ShortCc_4	ShortCc_5
ENSBTAG00000000647	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000648	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.15729413	2.156731595
ENSBTAG00000000650	4.454523772	4.461178645	4.576236211	4.466132079	4.594704146	4.518336264	4.488993586	4.51161347
ENSBTAG00000000656	3.109268209	3.60264333	3.120737975	3.272762321	3.499572836	2.839187806	3.355646432	3.272762321
ENSBTAG00000000660	12.08745652	12.30097649	12.16575442	12.01883387	11.99630615	11.84219029	12.08649419	12.05040766
ENSBTAG00000000665	2.179921593	2.262166325	2.343852524	2.179921593	2.179921593	2.179921593	2.179921593	2.179921593
ENSBTAG00000000666	2.240854443	2.179562918	2.179883351	2.179883351	2.179883351	2.294194371	2.179883351	2.179229407
ENSBTAG00000000668	7.213838776	7.756796331	7.935499942	7.996343732	7.956107676	7.907378378	6.587686953	7.815568894
ENSBTAG00000000670	6.358276689	6.126310273	6.572005785	6.606498818	6.911635298	7.250867559	6.753730114	6.695709805
ENSBTAG00000000672	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000675	4.768242996	4.722786413	4.695313099	4.787759975	4.813155813	4.89859201	5.023299791	4.957120059
ENSBTAG00000000676	2.184778207	2.184778207	2.184778207	2.184778207	2.184778207	2.184778207	2.184778207	2.184778207
ENSBTAG00000000678	10.52476107	10.56202625	10.61262916	10.61687957	10.49137296	10.57626292	10.41160919	10.57962689
ENSBTAG00000000679	10.48116981	10.85387939	10.7744151	10.71062231	10.68270617	10.6761706	10.97155219	10.41423344
ENSBTAG00000000687	5.147422659	5.363243515	5.232939972	4.661003089	4.817370254	4.319332381	5.270911282	4.696654543
ENSBTAG00000000693	7.262604188	7.214316001	7.292802069	6.90884356	7.16482199	7.536911349	7.388432632	7.185736812
ENSBTAG00000000694	11.5112777	11.40320191	11.45896849	11.500995	11.43304612	11.63347474	11.68241216	11.36661922
ENSBTAG00000000696	9.122864814	9.134507413	9.104917025	9.051089214	9.154188691	8.766295589	9.199272275	8.955055015
ENSBTAG00000000704	11.36908252	10.4747467	9.649994539	10.63859329	10.5453274	9.805689581	10.70372014	9.543228751
ENSBTAG00000000705	12.96211076	12.97949797	12.95045521	13.00419269	12.96375006	13.06381541	13.12979467	12.96114467
ENSBTAG00000000706	8.19030193	8.941521919	8.695727572	8.410075578	6.979516984	7.391374998	7.610035549	8.072119728
ENSBTAG00000000711	8.418124002	9.553550577	9.371532588	8.257399341	7.980213015	7.743522121	7.72694418	8.165974132
ENSBTAG00000000712	9.253806845	9.139337214	9.129760284	9.148508133	9.468891148	9.63312878	9.419543675	9.497187772
ENSBTAG00000000717	9.391305394	9.660443507	9.723852749	9.681017536	9.626539073	9.497910477	9.915570557	9.546205965
ENSBTAG00000000720	12.758424	13.32347241	13.39063672	13.09505599	13.05970161	13.24905533	13.47823849	13.15189125
ENSBTAG00000000721	6.993045273	7.04881744	7.025106922	7.073495733	7.205746705	7.312563946	7.009286218	7.046844479
ENSBTAG00000000725	2.158044565	2.162751251	2.158044565	2.158044565	2.158044565	2.191254451	2.156731595	2.158044565
ENSBTAG00000000730	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000735	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.158123976
ENSBTAG00000000738	2.158766221	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000742	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000745	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000748	13.30665128	12.91871707	12.97311653	13.23058374	13.69812621	13.25958776	13.36929797	13.59618295
ENSBTAG00000000752	9.625014999	9.622330852	9.516847437	9.42253008	9.317848659	9.486455088	9.423919766	9.42253008
ENSBTAG00000000754	9.647106327	9.875526227	9.745720746	9.880918991	10.06023479	9.950535418	9.811340427	9.750975161
ENSBTAG00000000759	8.527262114	8.619746197	8.62580793	8.615594361	8.591933793	8.636644621	8.669131896	8.566592121
ENSBTAG00000000771	11.8742653	11.86296561	11.95839209	11.94323636	11.98445281	12.16180769	12.17506597	12.13302245
ENSBTAG00000000773	5.313261111	5.214857524	5.182268708	5.317670652	5.3277814	5.271547275	5.264534066	5.239811315
ENSBTAG00000000782	2.156731595	2.156731595	2.156731595	2.174129787	2.156731595	2.156908517	2.156731595	2.158312828
ENSBTAG00000000784	8.310074537	8.498255505	8.341575589	8.354732375	8.472540432	8.512830821	8.519618469	8.695810928
ENSBTAG00000000786	2.218628482	2.36140387	2.387591927	2.332836283	2.332836283	2.363955314	2.535744621	2.228656184
ENSBTAG00000000789	9.57855526	9.488003677	9.490185966	9.663105653	9.64889422	9.347415867	9.488468925	9.223698388
ENSBTAG00000000793	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000797	12.05354037	11.99949813	12.04585086	12.04620955	12.09172458	12.05557237	11.89918148	12.05012133
ENSBTAG00000000799	4.004411049	4.633831586	4.787801975	4.279062487	4.755271209	3.284892951	4.732481581	4.566959366
ENSBTAG00000000801	5.103945259	5.525941647	5.79147025	5.457284635	5.395474672	5.76762414	5.238206294	5.701540941
ENSBTAG00000000802	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000803	3.095604365	3.739710711	4.36120617	2.974266764	3.107229124	3.477869599	3.793961648	3.767230404
ENSBTAG00000000804	8.59831917	8.744226495	8.659893414	8.970203662	8.674563626	8.666447631	9.053891868	8.674563626
ENSBTAG00000000806	8.722887786	8.698555981	8.574769185	9.099889617	8.814464835	8.859601716	8.621275762	8.664780504
ENSBTAG00000000807	10.59031559	10.53400005	10.48474086	10.410742	10.58618451	10.22684946	10.67130841	10.38109427
ENSBTAG00000000810	10.71467878	10.5876288	10.49652274	10.50902921	10.80918801	10.35798224	11.17996488	10.62217483
ENSBTAG00000000816	2.355002382	2.355046209	2.355088317	2.390286822	2.355460875	2.355002382	2.362875236	2.41215208
ENSBTAG00000000820	2.409458588	2.285622362	2.409458588	2.54440456	2.409458588	2.947527917	2.520900985	2.409458588
ENSBTAG00000000824	7.156160186	7.144496294	7.14028317	7.415084005	7.414031933	7.310741339	7.348696201	7.077516187
ENSBTAG00000000825	11.38484663	11.34715699	11.29394122	11.55288827	11.56379345	11.55627931	11.64112792	11.55537786
ENSBTAG00000000828	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.980155843	2.185602269	2.156731595
ENSBTAG00000000829	5.903080486	5.815553506	5.58862644	5.58862644	5.815517434	5.54317871	5.58862644	5.678335554
ENSBTAG00000000831	8.499315115	7.857372889	7.547426172	8.015074007	8.832851653	8.599289027	7.791340534	8.936450987
ENSBTAG00000000833	11.82950993	11.81508263	12.02094841	11.94621455	11.64404452	11.803803	12.28240125	11.63794527
ENSBTAG00000000835	2.157241707	2.262299197	2.314372728	2.157241707	2.156731595	2.157241707	3.162287151	2.157241707
ENSBTAG00000000836	13.65204889	13.52357032	13.47946961	13.4172375	13.28853661	13.19586548	13.51400277	13.44831594
ENSBTAG00000000837	11.95157239	11.86733228	11.80619409	12.0363863	12.10035625	11.9304146	11.95322996	12.03754492
ENSBTAG00000000838	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000841	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000848	10.45065378	10.44591302	10.49790973	10.45083849	10.55844467	10.6534249	10.7476665	10.33506896
ENSBTAG00000000851	9.202870341	9.335917805	9.349223309	9.47469025	9.098433001	9.373845769	9.177526298	9.48155044
ENSBTAG00000000855	8.74891453	8.84729858	8.737797712	8.890901284	8.874833693	8.985743693	9.201207218	8.898864591
ENSBTAG00000000856	2.156731595	2.165126055	2.156731595	2.156731595	2.17983019	2.156731595	2.17069471	2.156731595
ENSBTAG00000000857	4.354860352	4.353446932	4.319258812	4.393156702	4.395617919	4.221923519	4.373924993	4.279015047
ENSBTAG00000000859	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000869	9.053632505	9.112735997	8.9632448	9.540850881	9.451718456	8.945595047	8.830221281	8.991612051
ENSBTAG00000000871	6.793921359	6.991717088	7.00657719	7.064234026	6.964158742	7.119619277	6.969218166	6.957275905
ENSBTAG00000000873	2.156731595	2.156731595	2.156731595	2.212100646	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000874	7.52900176	7.557515223	7.568887536	7.006982806	7.02923605	7.230728683	7.346531616	7.156197297
ENSBTAG00000000878	3.362155629	3.492942198	3.359528841	3.509931095	3.389190613	3.398526935	3.798231053	3.758898827
ENSBTAG00000000879	7.609064835	6.966937498	7.097101379	7.013855642	7.271047965	7.503308851	7.093885779	7.122670222
ENSBTAG00000000880	6.229094178	6.246232865	6.21528573	6.280571376	6.253877176	6.07794201	6.015139081	6.220205866
ENSBTAG00000000894	13.99755299	13.87135482	13.80325154	13.81729398	13.83283848	13.92860062	13.61376953	13.78002617
ENSBTAG00000000897	5.10488552	5.23283788	5.189054866	5.229679703	5.056643237	5.265630659	4.986127782	5.075924077
ENSBTAG00000000898	6.986048155	7.720873332	8.009572393	7.577204805	6.644375634	5.157626491	8.161123524	6.025785511
ENSBTAG00000000900	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000902	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000905	2.184168105	2.184168105	2.184168105	2.184168105	2.306215308	2.184168105	2.191334309	2.184168105
ENSBTAG00000000911	5.153742547	5.398455708	5.343113525	5.287892487	5.287892487	5.117201227	5.41077826	5.343113525
ENSBTAG00000000913	13.41089366	13.42389698	13.3716698	13.56801365	13.55851047	13.48553976	13.5299145	13.43432399
ENSBTAG00000000918	2.332772646	2.334711862	2.332772646	2.332772646	2.332772646	2.332772646	2.368405214	2.332772646
ENSBTAG00000000925	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000936	8.185783909	7.395679177	7.443508276	7.980402473	8.375443597	6.989902733	7.980402473	8.124891663
ENSBTAG00000000937	10.24726617	10.22770522	10.4241175	10.63022761	10.23932931	11.26000192	10.24673054	10.56166289
ENSBTAG00000000940	7.075580083	7.91432606	7.808695864	7.457407215	8.060785087	7.091405601	7.551507936	7.830921367
ENSBTAG00000000941	9.584440298	9.88202162	9.696223718	9.604650379	9.411875465	9.288741839	9.399397068	9.327212738
ENSBTAG00000000945	10.36947484	9.965348817	9.966794429	9.500562212	10.27854393	9.241060344	10.61358709	10.15593899
ENSBTAG00000000948	12.32398738	12.56682282	12.61963741	12.03823478	12.20833141	12.08881783	12.44849189	12.14680104
ENSBTAG00000000950	11.19615006	11.10448446	11.08843225	11.25951077	11.40849113	11.35103067	11.12923669	11.10847758
ENSBTAG00000000967	8.34037213	8.297282751	8.317164418	8.354225441	8.812308292	8.45879788	8.484975672	8.385461802
ENSBTAG00000000973	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.19422544	2.156731595	2.156731595
ENSBTAG00000000974	10.67081208	10.62618335	10.63692549	10.74640376	10.60465269	10.89470261	10.42471794	10.66366151
ENSBTAG00000000979	9.666878627	9.330220411	9.287064523	9.208758988	8.966276032	8.848758311	8.823452449	9.245336018
ENSBTAG00000000981	2.175300882	2.175300882	2.175300882	2.178980021	2.175300882	2.17994679	2.175300882	2.175300882
ENSBTAG00000000983	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000985	12.00825433	12.17681768	12.1871411	12.17564313	12.23150087	12.16288967	12.21112863	12.06015742
ENSBTAG00000000986	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000990	13.49758909	13.51917093	13.47158282	13.58559521	13.64149385	13.55891452	13.5713917	13.48086103
ENSBTAG00000000991	10.18540656	9.851567737	10.11240304	10.24047158	10.61789831	10.5469636	10.31520154	10.7763222
ENSBTAG00000000993	7.408535481	7.845035045	7.833050538	7.370295067	7.468443128	7.111018727	7.924258565	8.0519934
ENSBTAG00000000998	6.312881217	6.925281648	7.187446195	7.479700571	7.122195055	7.041858292	7.22440859	7.149848388
ENSBTAG00000001000	2.156731595	2.157667349	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001002	2.923144956	2.468642568	2.477151087	2.754070092	3.131778659	2.491198216	2.623851886	2.492108084
ENSBTAG00000001003	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.157624879
ENSBTAG00000001004	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.322558372
ENSBTAG00000001009	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001015	5.6067716	5.606148491	5.354279989	5.456997537	5.2042654	5.380814172	5.41570616	5.307852151
ENSBTAG00000001016	10.69873659	10.55682697	10.6416107	10.68060054	10.833441	10.89623149	10.62234196	10.7316875
ENSBTAG00000001020	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001021	2.156731595	2.157927817	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001027	9.214193854	9.497593943	9.405661635	9.408521363	9.338540865	9.128613034	9.117059983	8.752558387
ENSBTAG00000001030	6.311004009	6.430374033	6.456593221	6.339200451	6.5537288	6.389005481	7.116370257	6.402068786
ENSBTAG00000001032	6.180646241	5.932300404	5.933831193	5.930707134	6.40094801	6.565758992	6.443457245	6.453835087
ENSBTAG00000001034	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001035	7.393012591	7.236471293	7.316698513	7.241460338	7.480357103	7.389967853	7.615959764	7.594733104
ENSBTAG00000001036	8.694545542	8.659981646	8.705211586	9.27232929	8.914972791	8.764178658	8.489797981	8.45953087
ENSBTAG00000001037	2.292088601	2.300780543	2.309131623	2.292088601	2.292088601	2.292088601	2.292088601	2.292088601
ENSBTAG00000001038	12.29083842	12.12678457	12.19313375	12.25391047	12.43822233	12.46573635	12.40306786	12.31309325
ENSBTAG00000001041	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001044	9.286479186	9.025431861	9.035645882	9.286303654	9.418198297	9.784367268	9.200381642	9.372539251
ENSBTAG00000001050	4.270101475	4.457497898	4.270101475	4.270101475	4.136015992	4.270101475	4.270101475	4.279924332
ENSBTAG00000001055	9.816317714	9.860949393	9.787241257	9.667214883	9.310223753	9.879894421	9.631965214	9.193633523
ENSBTAG00000001057	11.57535236	11.60454641	11.56835935	11.42431435	11.58193202	11.46762686	11.49621619	11.64119444
ENSBTAG00000001058	2.167609133	2.167609133	2.167609133	2.167609133	2.167609133	2.167609133	2.167609133	2.167609133
ENSBTAG00000001059	6.274118998	5.818337701	5.797604677	6.427519173	6.330408033	6.302323628	5.941817902	5.752632127
ENSBTAG00000001060	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001063	5.158786531	5.778386757	5.896265594	5.031397535	5.12324381	5.158786531	5.356266162	5.104147004
ENSBTAG00000001066	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001068	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001069	4.77256349	4.772658404	4.792204367	4.95640612	5.113728918	4.894456857	4.981078476	4.775255698
ENSBTAG00000001071	6.884202975	6.707282618	6.750884515	7.065662527	6.988905384	7.169075705	6.951695253	6.891114228
ENSBTAG00000001074	6.283216201	6.328442975	6.283216201	6.010632505	6.15474465	6.350841538	6.347248392	6.283216201
ENSBTAG00000001085	2.157252915	2.166743544	2.157252915	2.157252915	2.15720325	2.157252915	2.157252915	2.156731595
ENSBTAG00000001086	12.27302118	12.06210344	12.24551941	12.29311636	12.21507641	11.76042667	13.09969401	12.46918376
ENSBTAG00000001092	10.67052826	10.65344454	10.74563402	10.75695504	11.21261173	10.96521583	10.7727837	10.7564689
ENSBTAG00000001096	3.809762353	4.499724941	4.576613269	4.656823383	4.395086821	4.538993706	4.162545993	4.427525993
ENSBTAG00000001097	8.16345202	8.183942502	8.154008604	7.914768088	7.193665832	7.579838288	7.430587325	7.285128619
ENSBTAG00000001100	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001104	10.94539607	11.16619441	11.21486537	11.21963501	11.15311908	11.03174292	11.14039245	11.15311908
ENSBTAG00000001105	9.572961312	9.607035629	9.321475233	9.826271601	9.812741396	9.493230109	9.93583681	9.456533484
ENSBTAG00000001107	13.51494075	13.46252619	13.47743443	13.66650314	13.64532986	13.7113763	13.59261652	13.49898247
ENSBTAG00000001108	8.552431115	8.803138173	8.850210251	8.585925067	8.599512804	8.641322292	8.720987255	8.722395957
ENSBTAG00000001109	10.93724693	10.8575271	10.8326167	11.0141453	11.00593056	11.12225949	10.9821996	10.86310793
ENSBTAG00000001112	4.785797469	4.810347054	4.810138703	4.810138703	4.515939423	4.810138703	4.782933037	3.926615079
ENSBTAG00000001116	5.815589383	5.797468054	5.813931996	5.815589383	5.882434646	5.876313019	5.698219932	5.886458948
ENSBTAG00000001120	2.926878704	2.674215204	2.674215204	2.629623022	2.674215204	2.674215204	2.674215204	2.689984422
ENSBTAG00000001123	5.017071971	4.722298663	4.619087206	4.655479428	4.802869725	4.683950073	4.725016746	4.888500495
ENSBTAG00000001134	11.54438041	11.45787124	11.59592483	11.61059313	11.85185016	11.97392124	11.74820124	11.81841174
ENSBTAG00000001136	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001137	14.37192257	14.15074586	14.20982062	14.30434008	14.38379603	14.39938871	14.31301186	14.26641452
ENSBTAG00000001138	4.609937177	4.617971664	4.569850618	4.675577011	5.287018378	5.418912967	4.668056835	4.549560808
ENSBTAG00000001139	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000001140	10.28622268	9.740428635	9.821350962	10.51120092	10.82360634	10.38321081	10.2982386	10.13584577
