	d10_1	d10_2	d10_3	d10_4	d13_1	d13_2	d13_3	d19_1	d19_2	d7_1	d7_2
ENSBTAT00000000364	16.39686383	1.9622186	1.900660723	15.45285249	21.37649797	8.894000608	10.23881976	7.271880667	15.18120078	12.40399808	19.18626716
ENSBTAT00000000367	14.40520149	35.65479396	22.66441217	25.38002951	12.68752259	9.379140286	11.31985452	43.73288161	41.14797355	6.829962093	11.38980287
ENSBTAT00000000369	0	0	3.527879658	2.43782664	0	3.144466798	1.789985746	1.020060016	3.625910271	1.860482737	0
ENSBTAT00000000370	4.934705179	0	7.308472758	13.18684926	29.75474985	37.03433062	31.51964872	6.976882039	16.53860189	32.54689762	34.77635866
ENSBTAT00000000374	51.01696786	38.28578124	48.00075596	20.4596072	9.253718916	12.6619298	11.94976634	34.31778144	25.73502899	54.88632676	46.1079193
ENSBTAT00000000375	0	0	0	0.25853299	0	0	0	0.08242132	0.121430519	1.84151632	5.798573862
ENSBTAT00000000378	1.6089175	0	0	0.320172327	0	0	0.352632069	0	0.150381938	1.303182822	0
ENSBTAT00000000389	88.38522515	28.26483336	77.28615458	28.08253632	23.56992047	44.73818153	37.60388546	11.94494861	26.24136436	105.5799381	110.9663924
ENSBTAT00000000396	15.4621631	6.489874805	6.286277246	0.542990962	0	0.544743837	0	0.908815023	0.722606984	17.68089078	13.4605721
ENSBTAT00000000397	0	0.91899549	1.854510748	7.881221383	1.872452056	2.181908515	3.599122302	1.25015376	3.59339224	0.469442575	0
ENSBTAT00000000398	5.371840635	0	1.237582238	8.7657078	10.2450084	10.47926744	103.6081269	0.306717984	0.903769177	3.915950564	0
ENSBTAT00000000401	0	0	0	0.507683059	0	0	0.279576516	0	0	0	0
ENSBTAT00000000404	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000407	0	0.898879229	3.265049914	3.271499691	4.076487063	3.104215047	1.49096739	3.668365929	5.775469131	0.688750138	0
ENSBTAT00000000410	55.49129921	109.5370712	113.4929847	26.81796326	14.87090733	23.44861176	30.28145047	34.37829753	21.69924256	44.02928383	59.05863809
ENSBTAT00000000413	18.87229625	12.40772863	22.09279175	16.02983139	18.20500396	18.90405983	17.55408379	10.16234052	18.19881693	27.4031065	39.5752452
ENSBTAT00000000419	11.36070654	56.29344668	9.087905484	19.31069828	17.09367522	19.27853419	18.1560002	17.43291188	5.176567272	12.07747716	14.67809424
ENSBTAT00000000420	0	1.014599702	0.737077588	0.764000287	0.400112034	1.31394278	0	0.304457816	1.136338589	0	0
ENSBTAT00000000422	23.46712157	28.50144917	23.96468227	21.16369946	25.05511299	27.59735373	29.98475869	24.04237417	29.96117861	22.4453571	19.70483884
ENSBTAT00000000425	63.4916906	2.796513158	17.26848621	35.62299663	60.79282881	49.79678304	61.46098908	15.02111931	37.74954951	70.7116808	75.81709161
ENSBTAT00000000429	0	13.16839107	0	0	0	0	0	0	0	1.681674035	0
ENSBTAT00000000431	7.51647401	0	0	0	0.251788997	0.091873249	0	0.102183551	0.15054602	1.956907101	0
ENSBTAT00000000433	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000434	2.4872482	0.876413559	0	0.109990868	0	0.236455583	0	0	0	2.686144878	1.558079085
ENSBTAT00000000436	12.76334668	12.24930029	15.73404895	12.23156636	14.70172749	14.19648654	15.75370732	14.79881121	13.37372746	24.48471479	17.98943222
ENSBTAT00000000437	50.51045099	58.96809978	56.47879535	75.88336969	62.56111591	128.0361772	56.20434094	29.68527245	13.02193358	72.15832801	101.7035464
ENSBTAT00000000438	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000445	40.1500038	2.35789414	16.55844393	33.26121848	38.63511543	52.97921324	39.3710313	22.16044383	31.63413654	32.15915723	35.21145726
ENSBTAT00000000447	25.40760424	42.30147312	19.02383299	30.58926965	29.72269431	30.07208326	23.94529555	47.99423758	22.4813663	11.83322526	23.8740087
ENSBTAT00000000448	55.91597752	84.22906959	91.78500541	38.66702397	34.52728148	37.31672151	43.19993299	42.56873832	28.22224657	59.4438329	92.60334596
ENSBTAT00000000449	0	0	0	0	0	0	0	0	0	5.398059769	0
ENSBTAT00000000450	5.746693164	0	0	1.143583884	0.449176867	0.983379073	0.629761409	0.205075674	0.268565309	3.491007997	6.074802506
ENSBTAT00000000453	150.5587819	87.03729397	73.16625636	43.69310536	67.66643705	63.47006705	35.57650156	143.7975372	71.46137689	75.26529791	57.47263354
ENSBTAT00000000456	2.607634352	0	0	2.075662322	0.89680649	0.892441263	1.143048662	0.099259379	0.146237867	0	2.940285968
ENSBTAT00000000457	0	0	0	0	0	0	0	0	0	6.286384011	1.458548797
ENSBTAT00000000458	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000459	2.365675972	0	0	0	0.369815089	2.024082527	1.555480402	1.125615677	0.88445787	0	0
ENSBTAT00000000461	10.44160429	0	11.02553371	6.103727311	16.5269088	4.801961306	6.722535991	7.079734463	4.269796613	7.135962964	0
ENSBTAT00000000463	27.29940585	23.06264944	10.13853183	23.28869056	11.36857663	16.73315192	13.92835203	42.82233107	18.90704663	14.95267466	18.29254991
ENSBTAT00000000465	260.5361339	64.94376452	194.398178	74.48664219	96.57432463	150.1031523	210.9555109	30.31484717	76.56439918	829.3666397	495.5002206
ENSBTAT00000000467	0	0	0	0.4323151	0.113203147	0	0.158714704	0.13782373	0.067684782	0	0
ENSBTAT00000000470	2.917982171	4.425679454	3.945840391	8.937335826	7.913289637	6.100480885	8.953620851	3.670229752	4.648392218	1.695548876	2.503431569
ENSBTAT00000000471	2.425437349	5.961070191	2.747335982	4.923118051	4.208646099	4.56547216	7.947294078	1.038645741	3.411838466	3.978200425	3.931341692
ENSBTAT00000000472	23.91322553	1.750042253	14.54995751	7.687128117	9.029294612	14.60547685	14.5945735	3.886088186	10.17837423	13.85636539	15.55603632
ENSBTAT00000000474	2.428130285	6.160194787	2.610536166	5.774174548	5.883463344	5.817052376	9.446226901	1.386398583	4.278043937	5.015147807	4.106824295
ENSBTAT00000000476	0	11.16889611	0	0	0	0	0	0	0	0	0
ENSBTAT00000000477	0	0	0	0	0	0	0	0	0	1.241609802	8.642242402
ENSBTAT00000000479	0	0	1.531719133	2.699034116	3.118019396	2.047875958	1.311471113	3.530427183	2.498136375	2.907994095	1.124507422
ENSBTAT00000000481	14.82194482	2.660621214	16.536734	7.17908425	11.54150961	9.427542557	12.5039584	8.516167029	15.42209005	12.57169618	5.124194024
ENSBTAT00000000482	0	0	0	0.586343533	5.527296179	4.873958405	7.749459249	1.588893027	4.498200902	4.773134686	0
ENSBTAT00000000484	17.032867	0	0	0.62768827	0.591704142	0	0	0.120065672	0.058963858	8.431008095	11.55899921
ENSBTAT00000000486	214.4258024	170.2958888	152.2096408	148.715739	262.0987018	243.0015768	246.0162107	162.461275	129.0001409	144.9846444	187.1165011
ENSBTAT00000000488	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000490	2.885985937	16.77907895	2.585655689	16.4634718	20.60264081	32.92349292	24.45788931	8.056019294	32.54943292	21.03818602	17.62662637
ENSBTAT00000000491	13.13036964	0	3.529187152	4.050033985	2.771022734	4.718448288	6.043440869	0.874661201	1.595446351	30.31051973	87.90699868
ENSBTAT00000000492	0	14.53839449	0	0.40546323	0	0	0.893139886	0	0	0	0
ENSBTAT00000000493	55.03547574	71.19070581	49.77162965	66.4324203	40.30032039	58.61290225	52.21713754	42.93209179	34.04544524	51.9091568	34.70251419
ENSBTAT00000000497	16.06248781	4.969599815	3.008559793	14.89060484	10.04389515	7.977721452	12.27871791	8.50019074	6.481329803	14.75548464	35.89179692
ENSBTAT00000000498	46.64562123	48.23661026	28.42337252	32.28665473	33.28907385	20.12861957	35.0043194	22.48401366	24.40575142	44.96853552	40.73341299
ENSBTAT00000000499	12.43100469	5.475278393	5.0383348	7.42125752	8.960684484	7.681570743	10.59545949	8.280739833	4.841243076	13.42506935	9.733894074
ENSBTAT00000000500	36.30486656	6.167803723	19.41650763	3.096264666	11.14804906	11.98128851	16.48249062	5.92260707	13.45214973	14.17790797	1.827509757
ENSBTAT00000000502	5.511880473	3.178114749	2.693610764	6.281996246	2.114950651	3.687045647	7.028701668	1.716621219	6.556877079	4.870347205	0.706252498
ENSBTAT00000000503	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000504	21.92601647	12.12788349	5.677916161	8.827963933	12.91325309	12.65208892	7.711314242	6.890400959	8.817082598	11.15132865	5.749554012
ENSBTAT00000000506	0	0	0	0.747476107	0.391458211	0	0.274418934	0.357447421	0	0	0
ENSBTAT00000000507	0	15.09769232	0	1.218070947	3.827471162	2.909531207	5.068121356	1.74746583	0.572116493	2.478929314	16.29603206
ENSBTAT00000000510	0	0	0	0	0	5.318010514	0	2.957407083	2.259246769	0	0
ENSBTAT00000000511	145.7468092	54.45880925	109.8965644	97.34981667	69.45309382	90.87016624	54.23696856	28.95436062	13.21107003	182.9616205	163.8429956
ENSBTAT00000000513	0	0	0.692078956	0	0	1.850589739	0.790085284	0.343044778	0.168468166	0	0
ENSBTAT00000000514	0	0	2.799074889	1.450657334	1.139578348	0	0	0	0.681360137	0	0
ENSBTAT00000000515	0	2.614921394	0	0.164087759	0	0.141100684	0	0.03923386	0.115605721	1.502727573	0
ENSBTAT00000000516	7.334236618	6.343310333	9.984504939	11.14529415	2.084594539	1.597324748	5.406945427	10.27879291	10.5943192	7.290672189	0
ENSBTAT00000000517	18.85289664	2.989376134	1.447797356	0	1.76831123	0	0.206602761	0.179408476	0.088106914	6.87166804	0
ENSBTAT00000000518	21.63854891	83.71830682	39.8812781	23.42486249	28.14367635	14.95934063	26.55853961	51.47934493	34.948921	31.54802741	50.017833
ENSBTAT00000000519	3.854260592	30.55719991	40.45138253	54.20080014	55.4317092	72.54988234	39.70333267	40.46808778	62.20302136	31.2185441	32.59456697
ENSBTAT00000000526	4.738051678	1.325789585	7.919217825	6.43367144	5.881850862	5.293913044	10.26238217	1.697445017	6.538625951	6.7724171	3.535462801
ENSBTAT00000000527	38.92936712	40.27991429	41.42311799	30.13408706	24.23943888	22.69469455	36.44298168	37.4856057	21.27680078	45.29357593	30.68966603
ENSBTAT00000000528	0	4.026978947	8.288873381	2.779646634	2.382086353	1.086475266	0	1.691764052	1.424262479	0	0
ENSBTAT00000000529	11.03392701	36.6577635	1.210491543	5.750737163	56.34615633	10.78934327	35.58420943	5.650073863	0.687544398	0	0
ENSBTAT00000000533	19.45713099	20.78440747	5.662228495	18.5853206	33.5541196	34.06625674	28.9536248	5.847110778	24.17800418	25.87923098	18.76382807
ENSBTAT00000000534	75.13005839	60.21887561	172.7700797	64.56763831	73.43683792	67.53100041	97.53244902	96.40105051	45.8374743	123.3787243	130.3296556
ENSBTAT00000000538	21.1314369	23.9333488	11.97763641	40.84979855	38.53942113	53.37948522	65.28140245	28.15282203	15.61276141	52.57036838	36.87533491
ENSBTAT00000000539	2.932423136	0	0	3.267869323	4.492437886	4.817268165	2.185212039	0.502300965	0	0	0
ENSBTAT00000000540	0	3.467676315	1.00766696	0	0	0	0	0.124868299	0.245289649	1.06281799	0.616479958
ENSBTAT00000000541	248.3944616	174.9388276	405.229298	164.474432	159.263557	192.7849786	163.4626221	142.0666875	111.3703004	366.8968895	378.5368608
ENSBTAT00000000542	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000543	1.557646731	6.915593791	0	2.169786611	0.486999294	1.172801728	1.911811304	4.002189073	1.048246364	3.784964352	3.951794603
ENSBTAT00000000545	4.165592399	1.651274436	1.999339206	6.838813147	7.163063902	3.029483944	5.934418352	5.847007655	5.548218256	3.795778536	0
ENSBTAT00000000546	0	0	0	0.713438033	1.681345104	5.828177886	0.785767878	0	1.675475746	23.95696289	30.31868646
ENSBTAT00000000548	75.70163111	0	0	2.008602463	0	0	0	0	0	79.71134926	99.58522399
ENSBTAT00000000549	88.82130889	59.18189775	118.278719	33.0942086	73.26564204	47.61870352	72.38099108	51.2541506	25.83313336	99.30434534	107.2106888
ENSBTAT00000000553	0	0	0	0.40771424	0	0	0.149683055	0	0.255332737	3.319001357	12.51355918
ENSBTAT00000000555	0	0	0	2.162636394	0.566293535	0	0	0.114909478	0	0	0
ENSBTAT00000000556	237.6902909	136.6499565	436.0507978	51.17255215	64.75315952	173.8744069	0.609303058	84.5241982	17.66916965	261.7639647	217.4659174
ENSBTAT00000000557	5.040313467	0	5.160906325	3.42696899	5.318518667	3.234385396	0.460292963	3.197651705	1.413320642	5.6134753	3.552061218
ENSBTAT00000000558	31.61835195	25.06753963	27.56920147	36.31012785	39.85091753	31.8997574	40.85756287	35.040853	29.92238191	33.61321957	14.85493875
ENSBTAT00000000559	0	0	0	0.442073905	0	0	0	0	0	0	0
ENSBTAT00000000560	0	31.00240414	0	1.296945299	1.146181865	0.418221026	0.892770209	0.232577544	0.152290759	0	0
ENSBTAT00000000561	0	0	0	2.497033116	6.164932047	8.895639931	2.357303633	6.141063888	2.010570895	4.355811435	17.68590043
ENSBTAT00000000563	24.50629474	18.91769681	20.92427706	21.11105685	17.08807441	21.02286922	23.88739497	14.48341346	12.11579771	23.89773413	23.63307834
ENSBTAT00000000564	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000566	791.7518331	672.6649889	323.4486538	662.4668493	154.1596265	107.764486	77.0016142	1630.321365	1684.189771	397.3266329	495.1818181
ENSBTAT00000000568	25.88311915	34.79572289	20.09284461	21.61056423	15.21718257	29.84856292	26.02131652	3.052098219	2.366645415	42.38510853	22.99903788
ENSBTAT00000000569	7.848400728	0	0	0.475336748	2.4004641	1.459809867	1.495792527	0.681926391	1.626617386	7.047986845	14.42870914
ENSBTAT00000000570	0	0	0	3.637420879	0.571482455	0.625570826	1.602476095	0	1.161754468	0	0
ENSBTAT00000000573	20.73117779	0.966824251	3.511850465	16.50190127	6.958206084	11.89468275	6.681948031	22.39738078	17.21130903	11.85298874	0
ENSBTAT00000000576	45.03381016	23.10228501	62.04678792	39.27317938	45.55245886	70.26263331	57.76980243	17.14208143	51.99612349	19.31095944	18.66863937
ENSBTAT00000000578	46.11094218	39.06143731	34.19793999	54.93037832	45.61970576	24.32017003	44.85534243	78.32319978	80.82514356	29.16268875	47.18564505
ENSBTAT00000000579	18.63693736	18.37948532	10.82136574	18.22702362	20.9624516	22.75199648	39.7015118	8.759525598	10.57917829	18.22499671	21.46289923
ENSBTAT00000000580	4.76407222	0	0	0	0	0.3493852	0	0	0.063612461	4.134406082	4.796265233
ENSBTAT00000000581	34.04001695	12.52989898	15.40442079	23.95063035	33.63832567	26.62837466	43.29852797	14.46127614	20.90795033	19.20162212	41.12404908
ENSBTAT00000000582	0	0	2.939622497	0.138499816	0	0.357292078	0.305082436	0	0.065052064	6.764753827	0
ENSBTAT00000000583	9.485505584	21.93409718	8.498396048	9.04476109	11.86259871	14.20271884	10.91459983	16.24792325	12.59695337	6.722643914	6.127662233
ENSBTAT00000000587	2.360002888	0	0	0	0	0	0	0.112291636	2.536718495	5.734629443	14.96848819
ENSBTAT00000000588	8.249129961	5.232034675	4.592782142	11.57303535	12.83100265	13.76308253	13.55992974	5.377291588	2.582943184	2.505595639	0.581341117
ENSBTAT00000000589	407.8340126	597.471257	569.3658752	474.1591118	135.1324325	241.6061609	141.3665432	843.0719449	707.9009555	223.5149321	362.3902456
ENSBTAT00000000590	0	0	0	0	0	0	0	0	0	1.241609802	0
ENSBTAT00000000595	0	0	0	0	0	0	0	0	0	2.310473892	0
ENSBTAT00000000596	73.79562397	128.11612	147.0548458	143.5293229	147.022448	178.1742129	210.4986987	59.66613305	144.6463798	126.307803	147.2870836
ENSBTAT00000000598	0	0	0	6.092760804	7.618895241	8.553837018	3.697599127	0.832455327	2.569701087	1.518311415	1.761371309
ENSBTAT00000000600	4.67886468	28.02717783	2.794638954	2.379445865	0.731425089	2.135070254	1.139425686	1.038920079	3.498584537	17.68556085	0
ENSBTAT00000000601	0	3.105038487	1.754449991	3.550470194	7.482970802	6.627427061	5.817948365	0.766105527	2.318402057	2.114826865	7.666813539
ENSBTAT00000000602	5.239332055	1.384608999	3.017636194	1.563929602	1.365067231	2.390824011	0.956935592	3.074618721	2.938252231	0	3.692315631
ENSBTAT00000000604	4.951074171	0	0	0	0	0.325858487	0	0.072485468	0	3.701765446	3.757569403
ENSBTAT00000000605	0	2.857974985	1.384157912	1.434716045	1.690583264	2.467452986	1.185127925	0.171522389	0	0	0
ENSBTAT00000000606	49.13781326	84.40737772	73.8979064	68.99173369	64.65249976	47.88176364	62.52412764	45.07208714	72.71936549	58.04224461	90.41991062
ENSBTAT00000000607	48.83044144	85.08475147	33.99639757	47.51812396	57.20882143	63.90891588	88.67651851	63.67670485	38.51876716	29.98954798	23.4457345
ENSBTAT00000000611	15.48273281	31.45458605	26.00910295	19.25651329	15.05151048	6.043986056	8.589555495	38.30767877	28.53572431	7.641943513	12.95699027
ENSBTAT00000000612	14.92652454	19.58729299	17.39174146	6.964976113	13.67851626	14.70889763	15.22938971	20.86580625	18.61802319	13.13236141	13.78374383
ENSBTAT00000000615	0	0	0	0	0	0	0	0.098476577	0	0	0
ENSBTAT00000000617	1.648444228	1.306913184	24.68530869	3.772438042	4.251944339	3.243956721	4.516191006	2.196176114	3.235604669	11.01538746	0
ENSBTAT00000000619	20.64589939	13.82220629	9.160608727	12.78201567	17.28493313	12.87561831	17.99957928	21.30619928	19.38302822	13.37812855	12.93314597
ENSBTAT00000000622	13.30585092	53.55693529	19.84679465	16.29443495	23.60047203	15.76321369	21.98433872	8.279099392	25.4473661	22.38384223	12.26227686
ENSBTAT00000000626	0	0	0	1.668649219	0.119165823	0	0	0.507791301	1.211248268	0.926158202	0
ENSBTAT00000000628	4.528561945	9.847726586	6.25982959	2.883767932	1.719256054	2.191948851	3.062697147	1.871546949	4.075529768	3.930023136	5.106263128
ENSBTAT00000000630	34.1073283	56.71981124	30.02557932	36.25417082	29.78027441	22.34942993	33.36590928	64.51880626	70.05683874	21.22491548	11.72510486
ENSBTAT00000000631	0	0	0	2.308511671	1.914222962	4.631927953	3.813830141	0.674632264	0.481905008	4.698114888	41.78498733
ENSBTAT00000000637	42.6866453	30.76605564	53.34356837	27.95489902	28.63325408	36.25725623	40.48501673	9.601466213	16.10438746	52.80562569	43.7564639
ENSBTAT00000000639	0.299124986	0	0	2.619119929	2.384801497	1.996274464	1.573446437	2.106440911	4.948662756	1.453702418	0
ENSBTAT00000000642	15.89734253	0	0	0.301290369	0	0.906788972	0	0	0	6.438224363	8.535876342
ENSBTAT00000000643	33.48164486	5.688168925	10.56030077	17.25189387	13.73932705	20.15523831	12.44888325	5.348247317	22.85619681	39.22611962	48.03375128
ENSBTAT00000000648	27.66760122	34.12160997	202.5859141	54.2934422	40.48818192	95.74218591	1.852890361	6.947962755	4.022711935	66.76331283	46.03740413
ENSBTAT00000000651	102.7785285	84.14736724	180.5546601	61.09099265	86.32014285	85.63872449	69.34575838	57.27747234	31.64487625	107.7327451	94.68122222
ENSBTAT00000000660	0	0	0	0	0	0	0	0	0.182870017	0	0
ENSBTAT00000000661	0	0	3.203688936	3.735796229	1.695599831	2.99828486	8.503380782	3.731757136	5.341990559	7.09596581	8.819923096
ENSBTAT00000000662	13.64804048	22.4136582	1.871595394	7.468837538	2.1335345	5.171385493	2.136634794	13.35886706	5.05704886	4.737673062	12.36623987
ENSBTAT00000000663	0	0	0	0	0	0	0	0	0	9.268761542	29.56953287
ENSBTAT00000000667	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000668	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000669	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000000670	0	0	0	0.710418646	0	0	0	0	0	5.783169233	10.0634576
ENSBTAT00000000673	1017.88706	454.6052262	356.6594145	1359.631528	103.0739019	22.16667098	115.8527237	2588.875048	3205.368014	435.6028818	587.5403967
ENSBTAT00000000676	6.707145755	0	0	0	0	0	0	0	0.113982179	2.963247184	0
ENSBTAT00000000677	0.526549601	0	0	0.314347897	0.205782607	0.270310861	0.288514289	0.075161496	0.049215419	0	0
ENSBTAT00000000679	8.568219441	8.733886242	0.469993918	10.96112351	9.280334868	7.016819428	8.584807261	3.902134346	10.46828494	7.435760192	0
ENSBTAT00000000683	349.4111116	414.257423	796.984149	393.9101694	274.1112805	206.8018964	194.264471	469.9339122	396.6980809	286.2598129	377.2676616
ENSBTAT00000000684	4.119816659	0	0	0	0	0.088123321	0.338607979	0.392051174	0.096267523	2.502711123	7.984238075
ENSBTAT00000000686	4.615362715	0.332648549	1.93327705	8.433047432	11.67515144	6.892667646	8.598303947	4.312228618	8.863055967	10.19544011	8.870687948
